id,x,y,prob
3420,1.2,0.45,0.707222658
3421,1.3,0.45,0.753573242
3422,1.4,0.45,0.782289678
3423,1.5,0.45,0.793877493
3424,1.6,0.45,0.789062909
3425,1.7,0.45,0.767980451
3426,1.8,0.45,0.729805205
3427,1.9,0.45,0.673051582
3428,2,0.45,0.59687866
3429,2.1,0.45,0.503478299
3430,2.2,0.45,0.400388402
3431,2.3,0.45,0.300109045
3432,2.4,0.45,0.215715584
3433,2.5,0.45,0.155639754
3434,2.6,0.45,0.122126489
3435,2.7,0.45,0.113554007
3436,2.8,0.45,0.127486696
3437,2.9,0.45,0.162282652
3438,3,0.45,0.21703595
3439,3.1,0.45,0.290450345
3440,3.2,0.45,0.379406948
3441,3.3,0.45,0.478128265
3442,3.4,0.45,0.578726784
3443,3.5,0.45,0.673118185
3444,3.6,0.45,0.755207731
3445,3.7,0.45,0.822059237
3446,3.8,0.45,0.873663593
3447,3.9,0.45,0.91188158
3448,4,0.45,0.939327909
3449,4.1,0.45,0.958606722
3450,4.2,0.45,0.97193914
3451,-2.6,0.5,0.999957081
3452,-2.5,0.5,0.999901763
3453,-2.4,0.5,0.999775387
3454,-2.3,0.5,0.999489079
3455,-2.2,0.5,0.998852835
3456,-2.1,0.5,0.9974934
3457,-2,0.5,0.99479127
3458,-1.9,0.5,0.990015823
3459,-1.8,0.5,0.982826619
3460,-1.7,0.5,0.973703929
3461,-1.6,0.5,0.963521641
3462,-1.5,0.5,0.95272402
3463,-1.4,0.5,0.941114251
3464,-1.3,0.5,0.928121644
3465,-1.2,0.5,0.913034013
3466,-1.1,0.5,0.895074698
3467,-1,0.5,0.87340011
3468,-0.9,0.5,0.847085453
3469,-0.8,0.5,0.815135066
3470,-0.7,0.5,0.776542912
3471,-0.6,0.5,0.730428504
3472,-0.5,0.5,0.676269528
3473,-0.4,0.5,0.614230197
3474,-0.3,0.5,0.545533188
3475,-0.2,0.5,0.472750485
3476,-0.1,0.5,0.399839536
3477,0,0.5,0.331798183
3478,0.1,0.5,0.273982583
3479,0.2,0.5,0.231329161
3480,0.3,0.5,0.207766254
3481,0.4,0.5,0.205923909
3482,0.5,0.5,0.226995974
3483,0.6,0.5,0.270506146
3484,0.7,0.5,0.333891006
3485,0.8,0.5,0.412152273
3486,0.9,0.5,0.498075685
3487,1,0.5,0.58334021
3488,1.1,0.5,0.660228857
3489,1.2,0.5,0.723118784
3490,1.3,0.5,0.769039463
3491,1.4,0.5,0.797223249
3492,1.5,0.5,0.808098096
3493,1.6,0.5,0.802244132
3494,1.7,0.5,0.779639231
3495,1.8,0.5,0.739373626
3496,1.9,0.5,0.680052036
3497,2,0.5,0.601183897
3498,2.1,0.5,0.505529079
3499,2.2,0.5,0.40114665
3500,2.3,0.5,0.30068145
3501,2.4,0.5,0.216964739
3502,2.5,0.5,0.158139822
3503,2.6,0.5,0.126389949
3504,2.7,0.5,0.120227683
3505,2.8,0.5,0.137372893
3506,2.9,0.5,0.176192752
3507,3,0.5,0.235506308
3508,3.1,0.5,0.313378756
3509,3.2,0.5,0.405770627
3510,3.3,0.5,0.506023142
3511,3.4,0.5,0.605841955
3512,3.5,0.5,0.69743473
3513,3.6,0.5,0.775513516
3514,3.7,0.5,0.83804244
3515,3.8,0.5,0.885674513
3516,3.9,0.5,0.920599018
3517,4,0.5,0.945497436
3518,4.1,0.5,0.962895849
3519,4.2,0.5,0.974884253
3520,-2.6,0.55,0.999967978
3521,-2.5,0.55,0.999927502
3522,-2.4,0.55,0.999835886
3523,-2.3,0.55,0.999629729
3524,-2.2,0.55,0.999172611
3525,-2.1,0.55,0.998190254
3526,-2,0.55,0.996201641
3527,-1.9,0.55,0.99256566
3528,-1.8,0.55,0.986832507
3529,-1.7,0.55,0.979222921
3530,-1.6,0.55,0.970497954
3531,-1.5,0.55,0.961213667
3532,-1.4,0.55,0.951331139
3533,-1.3,0.55,0.940384728
3534,-1.2,0.55,0.927724479
3535,-1.1,0.55,0.912615781
3536,-1,0.55,0.894241576
3537,-0.9,0.55,0.871677835
3538,-0.8,0.55,0.843882914
3539,-0.7,0.55,0.809728274
3540,-0.6,0.55,0.768099932
3541,-0.5,0.55,0.718103406
3542,-0.4,0.55,0.659394069
3543,-0.3,0.55,0.592611887
3544,-0.2,0.55,0.519816442
3545,-0.1,0.55,0.444724874
3546,0,0.55,0.372536893
3547,0.1,0.55,0.30927394
3548,0.2,0.55,0.260823211
3549,0.3,0.55,0.23205033
3550,0.4,0.55,0.226240017
3551,0.5,0.55,0.244825479
3552,0.6,0.55,0.287169505
3553,0.7,0.55,0.350268137
3554,0.8,0.55,0.428583594
3555,0.9,0.55,0.5144537
3556,1,0.55,0.599329731
3557,1.1,0.55,0.675493221
3558,1.2,0.55,0.737441572
3559,1.3,0.55,0.782314506
3560,1.4,0.55,0.809364615
3561,1.5,0.55,0.818942618
3562,1.6,0.55,0.811497964
3563,1.7,0.55,0.786896992
3564,1.8,0.55,0.744229156
3565,1.9,0.55,0.682304931
3566,2,0.55,0.601086995
3567,2.1,0.55,0.503911007
3568,2.2,0.55,0.399209343
3569,2.3,0.55,0.299525975
3570,2.4,0.55,0.217260082
3571,2.5,0.55,0.16022842
3572,2.6,0.55,0.130622065
3573,2.7,0.55,0.127174955
3574,2.8,0.55,0.147807972
3575,2.9,0.55,0.190879971
3576,3,0.55,0.254859718
3577,3.1,0.55,0.337078287
3578,3.2,0.55,0.432532631
3579,3.3,0.55,0.533758462
3580,3.4,0.55,0.632234136
3581,3.5,0.55,0.720636496
3582,3.6,0.55,0.794558585
3583,3.7,0.55,0.852827017
3584,3.8,0.55,0.896667469
3585,3.9,0.55,0.928515625
3586,4,0.55,0.951069075
3587,4.1,0.55,0.966754265
3588,4.2,0.55,0.977526526
3589,-2.6,0.6,0.999974706
3590,-2.5,0.6,0.999943354
3591,-2.4,0.6,0.9998731
3592,-2.3,0.6,0.999716328
3593,-2.2,0.6,0.99937042
3594,-2.1,0.6,0.998625978
3595,-2,0.6,0.99710073
3596,-1.9,0.6,0.994236709
3597,-1.8,0.6,0.989534537
3598,-1.7,0.6,0.983016025
3599,-1.6,0.6,0.975321567
3600,-1.5,0.6,0.967097949
3601,-1.4,0.6,0.958465377
3602,-1.3,0.6,0.949067668
3603,-1.2,0.6,0.938319012
3604,-1.1,0.6,0.925533588
3605,-1,0.6,0.909939118
3606,-0.9,0.6,0.890646768
3607,-0.8,0.6,0.86662323
3608,-0.7,0.6,0.836693353
3609,-0.6,0.6,0.799603109
3610,-0.5,0.6,0.754181507
3611,-0.4,0.6,0.699641219
3612,-0.3,0.6,0.636030694
3613,-0.2,0.6,0.56477354
3614,-0.1,0.6,0.489109627
3615,0,0.6,0.414159623
3616,0.1,0.6,0.346400842
3617,0.2,0.6,0.292620178
3618,0.3,0.6,0.258721368
3619,0.4,0.6,0.248808071
3620,0.5,0.6,0.264681989
3621,0.6,0.6,0.30559215
3622,0.7,0.6,0.368075181
3623,0.8,0.6,0.446019137
3624,0.9,0.6,0.531307301
3625,1,0.6,0.61519445
3626,1.1,0.6,0.690007707
3627,1.2,0.6,0.750399924
3628,1.3,0.6,0.793633313
3629,1.4,0.6,0.818977555
3630,1.5,0.6,0.826703841
3631,1.6,0.6,0.817146029
3632,1.7,0.6,0.79010481
3633,1.8,0.6,0.744751504
3634,1.9,0.6,0.680208856
3635,2,0.6,0.596976621
3636,2.1,0.6,0.498954925
3637,2.2,0.6,0.394805473
3638,2.3,0.6,0.296760569
3639,2.4,0.6,0.216636899
3640,2.5,0.6,0.161897543
3641,2.6,0.6,0.134799752
3642,2.7,0.6,0.134370572
3643,2.8,0.6,0.158764601
3644,2.9,0.6,0.206302984
3645,3,0.6,0.275019993
3646,3.1,0.6,0.361420861
3647,3.2,0.6,0.459519739
3648,3.3,0.6,0.561154007
3649,3.4,0.6,0.657765528
3650,3.5,0.6,0.742657042
3651,3.6,0.6,0.812343948
3652,3.7,0.6,0.866457197
3653,3.8,0.6,0.906703896
3654,3.9,0.6,0.935692265
3655,4,0.6,0.956094559
3656,4.1,0.6,0.970222286
3657,4.2,0.6,0.979895746
3658,-2.6,0.65,0.999978965
3659,-2.5,0.65,0.999953343
3660,-2.4,0.65,0.99989647
3661,-2.3,0.65,0.999770622
3662,-2.2,0.65,0.999494595
3663,-2.1,0.65,0.998901165
3664,-2,0.65,0.997675939
3665,-1.9,0.65,0.995327086
3666,-1.8,0.65,0.991333271
3667,-1.7,0.65,0.985560545
3668,-1.6,0.65,0.978526887
3669,-1.5,0.65,0.970956839
3670,-1.4,0.65,0.963140127
3671,-1.3,0.65,0.95483966
3672,-1.2,0.65,0.945532687
3673,-1.1,0.65,0.934579917
3674,-1,0.65,0.92125942
3675,-0.9,0.65,0.904736504
3676,-0.8,0.65,0.884023219
3677,-0.7,0.65,0.857957351
3678,-0.6,0.65,0.825228949
3679,-0.5,0.65,0.784493449
3680,-0.4,0.65,0.734621517
3681,-0.3,0.65,0.675126933
3682,-0.2,0.65,0.606756222
3683,-0.1,0.65,0.532097893
3684,0,0.65,0.455915625
3685,0.1,0.65,0.384867608
3686,0.2,0.65,0.326493879
3687,0.3,0.65,0.287766221
3688,0.4,0.65,0.273749356
3689,0.5,0.65,0.28675459
3690,0.6,0.65,0.325985091
3691,0.7,0.65,0.387516753
3692,0.8,0.65,0.464644091
3693,0.9,0.65,0.548803928
3694,1,0.65,0.6310967
3695,1.1,0.65,0.703945817
3696,1.2,0.65,0.76219189
3697,1.3,0.65,0.803226346
3698,1.4,0.65,0.826328154
3699,1.5,0.65,0.831684301
3700,1.6,0.65,0.819527823
3701,1.7,0.65,0.789639607
3702,1.8,0.65,0.741351918
3703,1.9,0.65,0.674194228
3704,2,0.65,0.589266232
3705,2.1,0.65,0.491004523
3706,2.2,0.65,0.388165998
3707,2.3,0.65,0.292498972
3708,2.4,0.65,0.215123551
3709,2.5,0.65,0.163130396
3710,2.6,0.65,0.138888844
3711,2.7,0.65,0.141775279
3712,2.8,0.65,0.170197903
3713,2.9,0.65,0.222399055
3714,3,0.65,0.29588707
3715,3.1,0.65,0.386257324
3716,3.2,0.65,0.48654861
3717,3.3,0.65,0.588035225
3718,3.4,0.65,0.682315881
3719,3.5,0.65,0.763449711
3720,3.6,0.65,0.828884918
3721,3.7,0.65,0.878983889
3722,3.8,0.65,0.915846051
3723,3.9,0.65,0.942187503
3724,4,0.65,0.96062228
3725,4.1,0.65,0.973336987
3726,4.2,0.65,0.98201901
3727,-2.6,0.7,0.999981757
3728,-2.5,0.7,0.999959845
3729,-2.4,0.7,0.999911591
3730,-2.3,0.7,0.999805592
3731,-2.2,0.7,0.999574397
3732,-2.1,0.7,0.999078264
3733,-2,0.7,0.998048533
3734,-1.9,0.7,0.996041339
3735,-1.8,0.7,0.992521919
3736,-1.7,0.7,0.98722501
3737,-1.6,0.7,0.980539724
3738,-1.5,0.7,0.973256072
3739,-1.4,0.7,0.965853685
3740,-1.3,0.7,0.958235708
3741,-1.2,0.7,0.949943758
3742,-1.1,0.7,0.940377335
3743,-1,0.7,0.928860642
3744,-0.9,0.7,0.914619234
3745,-0.8,0.7,0.896731708
3746,-0.7,0.7,0.874090414
3747,-0.6,0.7,0.845396924
3748,-0.5,0.7,0.809228109
3749,-0.4,0.7,0.764225717
3750,-0.3,0.7,0.709469789
3751,-0.2,0.7,0.64506431
3752,-0.1,0.7,0.572855185
3753,0,0.7,0.497015489
3754,0.1,0.7,0.424080615
3755,0.2,0.7,0.362109871
3756,0.3,0.7,0.319083306
3757,0.4,0.7,0.301122322
3758,0.5,0.7,0.311187051
3759,0.6,0.7,0.348521283
3760,0.7,0.7,0.408760384
3761,0.8,0.7,0.484606492
3762,0.9,0.7,0.567076164
3763,1,0.7,0.647169027
3764,1.1,0.7,0.717457581
3765,1.2,0.7,0.772997986
3766,1.3,0.7,0.811311465
3767,1.4,0.7,0.83167405
3768,1.5,0.7,0.834182064
3769,1.6,0.7,0.818982588
3770,1.7,0.7,0.785882329
3771,1.8,0.7,0.73444892
3772,1.9,0.7,0.664699308
3773,2,0.7,0.578374505
3774,2.1,0.7,0.480404996
3775,2.2,0.7,0.379521335
3776,2.3,0.7,0.286853783
3777,2.4,0.7,0.21274582
3778,2.5,0.7,0.163904471
3779,2.6,0.7,0.142845318
3780,2.7,0.7,0.149335524
3781,2.8,0.7,0.182044339
3782,2.9,0.7,0.239083075
3783,3,0.7,0.317337518
3784,3.1,0.7,0.41142048
3785,3.2,0.7,0.513430894
3786,3.3,0.7,0.614238022
3787,3.4,0.7,0.705784658
3788,3.5,0.7,0.782987027
3789,3.6,0.7,0.844209245
3790,3.7,0.7,0.890462979
3791,3.8,0.7,0.924156016
3792,3.9,0.7,0.948057235
3793,4,0.7,0.964697294
3794,4.1,0.7,0.976132369
3795,4.2,0.7,0.983920931
3796,-2.6,0.75,0.999983672
3797,-2.5,0.75,0.999964263
3798,-2.4,0.75,0.999921777
3799,-2.3,0.75,0.999828974
3800,-2.2,0.75,0.999627452
3801,-2.1,0.75,0.999195653
3802,-2,0.75,0.998295644
3803,-1.9,0.75,0.996516437
3804,-1.8,0.75,0.993309606
3805,-1.7,0.75,0.988288986
3806,-1.6,0.75,0.981698078
3807,-1.5,0.75,0.974370764
3808,-1.4,0.75,0.967002796
3809,-1.3,0.75,0.959675438
3810,-1.2,0.75,0.952004666
3811,-1.1,0.75,0.943419276
3812,-1,0.75,0.933278204
3813,-0.9,0.75,0.920863167
3814,-0.8,0.75,0.905327344
3815,-0.7,0.75,0.885642793
3816,-0.6,0.75,0.860571371
3817,-0.5,0.75,0.828689963
3818,-0.4,0.75,0.78851987
3819,-0.3,0.75,0.738829276
3820,-0.2,0.75,0.679171122
3821,-0.1,0.75,0.610642126
3822,0,0.75,0.536665527
3823,0.1,0.75,0.463363996
3824,0.2,0.75,0.39901935
3825,0.3,0.75,0.352463136
3826,0.4,0.75,0.330898882
3827,0.5,0.75,0.338054679
3828,0.6,0.75,0.373314679
3829,0.7,0.75,0.431918607
3830,0.8,0.75,0.506003091
3831,0.9,0.75,0.586211623
3832,1,0.75,0.663507434
3833,1.1,0.75,0.730664813
3834,1.2,0.75,0.782977034
3835,1.3,0.75,0.818089156
3836,1.4,0.75,0.83525817
3837,1.5,0.75,0.83448235
3838,1.6,0.75,0.815838528
3839,1.7,0.75,0.779204916
3840,1.8,0.75,0.724453884
3841,1.9,0.75,0.652156245
3842,2,0.75,0.56471459
3843,2.1,0.75,0.467497889
3844,2.2,0.75,0.369101965
3845,2.3,0.75,0.279940477
3846,2.4,0.75,0.209531439
3847,2.5,0.75,0.164194835
3848,2.6,0.75,0.146616862
3849,2.7,0.75,0.156983583
3850,2.8,0.75,0.19422109
3851,2.9,0.75,0.256247297
3852,3,0.75,0.339225946
3853,3.1,0.75,0.436728945
3854,3.2,0.75,0.539978468
3855,3.3,0.75,0.639612814
3856,3.4,0.75,0.728092153
3857,3.5,0.75,0.801259396
3858,3.6,0.75,0.858355067
3859,3.7,0.75,0.900953708
3860,3.8,0.75,0.931694837
3861,3.9,0.75,0.953354414
3862,4,0.75,0.968361375
3863,4.1,0.75,0.978639533
3864,4.2,0.75,0.985623829
3865,-2.6,0.8,0.999985058
3866,-2.5,0.8,0.999967425
3867,-2.4,0.8,0.999928989
3868,-2.3,0.8,0.999845368
3869,-2.2,0.8,0.999664336
3870,-2.1,0.8,0.999276729
3871,-2,0.8,0.998465606
3872,-1.9,0.8,0.996842026
3873,-1.8,0.8,0.993841477
3874,-1.7,0.8,0.988960078
3875,-1.6,0.8,0.982269217
3876,-1.5,0.8,0.974606786
3877,-1.4,0.8,0.966906975
3878,-1.3,0.8,0.959486324
3879,-1.2,0.8,0.952061138
3880,-1.1,0.8,0.944082727
3881,-1,0.8,0.934928455
3882,-0.9,0.8,0.923924077
3883,-0.8,0.8,0.910294884
3884,-0.7,0.8,0.893103979
3885,-0.6,0.8,0.871204731
3886,-0.5,0.8,0.843233138
3887,-0.4,0.8,0.807683351
3888,-0.3,0.8,0.763135075
3889,-0.2,0.8,0.708715328
3890,-0.1,0.8,0.64483687
3891,0,0.8,0.574101864
3892,0.1,0.8,0.501982593
3893,0.2,0.8,0.436660256
3894,0.3,0.8,0.387571779
3895,0.4,0.8,0.362939867
3896,0.5,0.8,0.367338772
3897,0.6,0.8,0.400397092
3898,0.7,0.8,0.457029948
3899,0.8,0.8,0.52886539
3900,0.9,0.8,0.606243898
3901,1,0.8,0.680166109
3902,1.1,0.8,0.743658114
3903,1.2,0.8,0.792264122
3904,1.3,0.8,0.823740507
3905,1.4,0.8,0.837306117
3906,1.5,0.8,0.832853944
3907,1.6,0.8,0.810408039
3908,1.7,0.8,0.769964372
3909,1.8,0.8,0.71176436
3910,1.9,0.8,0.636984672
3911,2,0.8,0.548689534
3912,2.1,0.8,0.452619708
3913,2.2,0.8,0.357140308
3914,2.3,0.8,0.271881317
3915,2.4,0.8,0.205514362
3916,2.5,0.8,0.163977527
3917,2.6,0.8,0.150144888
3918,2.7,0.8,0.164638302
3919,2.8,0.8,0.206626178
3920,2.9,0.8,0.273761972
3921,3,0.8,0.361387422
3922,3.1,0.8,0.461991682
3923,3.2,0.8,0.566008554
3924,3.3,0.8,0.664027706
3925,3.4,0.8,0.749179677
3926,3.5,0.8,0.81827334
3927,3.6,0.8,0.871368829
3928,3.7,0.8,0.910517225
3929,3.8,0.8,0.938521818
3930,3.9,0.8,0.958128875
3931,4,0.8,0.971653094
3932,4.1,0.8,0.980886855
3933,4.2,0.8,0.987147914
3934,-2.6,0.85,0.99998612
3935,-2.5,0.85,0.999969819
3936,-2.4,0.85,0.999934389
3937,-2.3,0.85,0.999857508
3938,-2.2,0.85,0.999691376
3939,-2.1,0.85,0.999335658
3940,-2,0.85,0.998588321
3941,-1.9,0.85,0.997075538
3942,-1.8,0.85,0.994215406
3943,-1.7,0.85,0.989388348
3944,-1.6,0.85,0.982462656
3945,-1.5,0.85,0.974217821
3946,-1.4,0.85,0.96583087
3947,-1.3,0.85,0.957927553
3948,-1.2,0.85,0.95037432
3949,-1.1,0.85,0.942646802
3950,-1,0.85,0.934122015
3951,-0.9,0.85,0.924151095
3952,-0.8,0.85,0.912020522
3953,-0.7,0.85,0.896884717
3954,-0.6,0.85,0.877704833
3955,-0.5,0.85,0.853216052
3956,-0.4,0.85,0.821958642
3957,-0.3,0.85,0.782435122
3958,-0.2,0.85,0.733483235
3959,-0.1,0.85,0.674947396
3960,0,0.85,0.608622527
3961,0.1,0.85,0.539172019
3962,0.2,0.85,0.474368222
3963,0.3,0.85,0.423940967
3964,0.4,0.85,0.396972848
3965,0.5,0.85,0.398901108
3966,0.6,0.85,0.429694848
3967,0.7,0.85,0.484040529
3968,0.8,0.85,0.553147139
3969,0.9,0.85,0.627145359
3970,1,0.85,0.697153962
3971,1.1,0.85,0.756495523
3972,1.2,0.85,0.800970241
3973,1.3,0.85,0.82842723
3974,1.4,0.85,0.838026238
3975,1.5,0.85,0.829549101
3976,1.6,0.85,0.802987279
3977,1.7,0.85,0.758501873
3978,1.8,0.85,0.69676271
3979,1.9,0.85,0.619590159
3980,2,0.85,0.530691241
3981,2.1,0.85,0.436102106
3982,2.2,0.85,0.343872439
3983,2.3,0.85,0.262808308
3984,2.4,0.85,0.200738312
3985,2.5,0.85,0.163232881
3986,2.6,0.85,0.153367014
3987,2.7,0.85,0.172206609
3988,2.8,0.85,0.219139525
3989,2.9,0.85,0.291477056
3990,3,0.85,0.383640905
3991,3.1,0.85,0.487013054
3992,3.2,0.85,0.59134847
3993,3.3,0.85,0.687370751
3994,3.4,0.85,0.76900894
3995,3.5,0.85,0.834049425
3996,3.6,0.85,0.883303276
3997,3.7,0.85,0.919215314
3998,3.8,0.85,0.94469398
3999,3.9,0.85,0.962427232
4000,4,0.85,0.974607936
4001,4.1,0.85,0.982900167
4002,4.2,0.85,0.988511454
4003,-2.6,0.9,0.999986979
4004,-2.5,0.9,0.999971737
4005,-2.4,0.9,0.999938666
4006,-2.3,0.9,0.999867021
4007,-2.2,0.9,0.999712351
4008,-2.1,0.9,0.999380977
4009,-2,0.9,0.998682081
4010,-1.9,0.9,0.997253015
4011,-1.8,0.9,0.994495376
4012,-1.7,0.9,0.989678598
4013,-1.6,0.9,0.982439691
4014,-1.5,0.9,0.973417344
4015,-1.4,0.9,0.964002933
4016,-1.3,0.9,0.955212533
4017,-1.2,0.9,0.947143274
4018,-1.1,0.9,0.939313435
4019,-1,0.9,0.931081616
4020,-0.9,0.9,0.92180025
4021,-0.8,0.9,0.910798925
4022,-0.7,0.9,0.897314789
4023,-0.6,0.9,0.880420929
4024,-0.5,0.9,0.858975026
4025,-0.4,0.9,0.831615879
4026,-0.3,0.9,0.796860362
4027,-0.2,0.9,0.753387687
4028,-0.1,0.9,0.700616053
4029,0,0.9,0.639616376
4030,0.1,0.9,0.574174909
4031,0.2,0.9,0.511399515
4032,0.3,0.9,0.460969211
4033,0.4,0.9,0.43257689
4034,0.5,0.9,0.432462345
4035,0.6,0.9,0.461008384
4036,0.7,0.9,0.512788766
4037,0.8,0.9,0.578715094
4038,0.9,0.9,0.648822849
4039,1,0.9,0.714433364
4040,1.1,0.9,0.769202769
4041,1.2,0.9,0.809183246
4042,1.3,0.9,0.832293059
4043,1.4,0.9,0.837611426
4044,1.5,0.9,0.824805689
4045,1.6,0.9,0.793858466
4046,1.7,0.9,0.745144889
4047,1.8,0.9,0.679817691
4048,1.9,0.9,0.60036507
4049,2,0.9,0.511100757
4050,2.1,0.9,0.418272049
4051,2.2,0.9,0.329538638
4052,2.3,0.9,0.252864656
4053,2.4,0.9,0.195259274
4054,2.5,0.9,0.161948592
4055,2.6,0.9,0.156219989
4056,2.7,0.9,0.179585894
4057,2.8,0.9,0.231625096
4058,2.9,0.9,0.309225055
4059,3,0.9,0.4057936
4060,3.1,0.9,0.511598126
4061,3.2,0.9,0.615839796
4062,3.3,0.9,0.709551235
4063,3.4,0.9,0.787560789
4064,3.5,0.9,0.848620045
4065,3.6,0.9,0.894215607
4066,3.7,0.9,0.927109335
4067,3.8,0.9,0.95026565
4068,3.9,0.9,0.966292861
4069,4,0.9,0.977258437
4070,4.1,0.9,0.984702933
4071,4.2,0.9,0.989730947
4072,-2.6,0.95,0.999987709
4073,-2.5,0.95,0.99997335
4074,-2.4,0.95,0.99994223
4075,-2.3,0.95,0.999874874
4076,-2.2,0.95,0.999729518
4077,-2.1,0.95,0.999417806
4078,-2,0.95,0.998757958
4079,-1.9,0.95,0.997396628
4080,-1.8,0.95,0.994721811
4081,-1.7,0.95,0.989900872
4082,-1.6,0.95,0.982320656
4083,-1.5,0.95,0.972385733
4084,-1.4,0.95,0.961629401
4085,-1.3,0.95,0.951528935
4086,-1.2,0.95,0.942526635
4087,-1.1,0.95,0.93422832
4088,-1,0.95,0.925961596
4089,-0.9,0.95,0.917051768
4090,-0.8,0.95,0.906846904
4091,-0.7,0.95,0.894650847
4092,-0.6,0.95,0.879643088
4093,-0.5,0.95,0.860813238
4094,-0.4,0.95,0.836931773
4095,-0.3,0.95,0.806598789
4096,-0.2,0.95,0.768448183
4097,-0.1,0.95,0.721619032
4098,0,0.95,0.666587959
4099,0.1,0.95,0.606281525
4100,0.2,0.95,0.546966818
4101,0.3,0.95,0.497938023
4102,0.4,0.95,0.469179645
4103,0.5,0.95,0.467589412
4104,0.6,0.95,0.493998983
4105,0.7,0.95,0.542996331
4106,0.8,0.95,0.605345082
4107,0.9,0.95,0.671117377
4108,1,0.95,0.731921515
4109,1.1,0.95,0.781775071
4110,1.2,0.95,0.816969767
4111,1.3,0.95,0.835465935
4112,1.4,0.95,0.836241794
4113,1.5,0.95,0.818850396
4114,1.6,0.95,0.783293402
4115,1.7,0.95,0.730210563
4116,1.8,0.95,0.661287072
4117,1.9,0.95,0.579689946
4118,2,0.95,0.490288362
4119,2.1,0.95,0.399450939
4120,2.2,0.95,0.314382283
4121,2.3,0.95,0.242204428
4122,2.4,0.95,0.189146663
4123,2.5,0.95,0.160122281
4124,2.6,0.95,0.158642919
4125,2.7,0.95,0.186667264
4126,2.8,0.95,0.243934179
4127,2.9,0.95,0.326825012
4128,3,0.95,0.427646081
4129,3.1,0.95,0.535557945
4130,3.2,0.95,0.639341755
4131,3.3,0.95,0.730500072
4132,3.4,0.95,0.804833448
4133,3.5,0.95,0.862027191
4134,3.6,0.95,0.904165816
4135,3.7,0.95,0.934259365
4136,3.8,0.95,0.955288185
4137,3.9,0.95,0.969765926
4138,4,0.95,0.979634342
4139,4.1,0.95,0.986316426
4140,4.2,0.95,0.990821266
4141,-2.6,1,0.999988352
4142,-2.5,1,0.99997476
4143,-2.4,1,0.999945325
4144,-2.3,1,0.999881645
4145,-2.2,1,0.999744224
4146,-2.1,1,0.999449207
4147,-2,1,0.998822599
4148,-1.9,1,0.997519734
4149,-1.8,1,0.994919267
4150,-1.7,1,0.990099356
4151,-1.6,1,0.982191006
4152,-1.5,1,0.971273456
4153,-1.4,1,0.958902971
4154,-1.3,1,0.947055442
4155,-1.2,1,0.936662864
4156,-1.1,1,0.927501381
4157,-1,1,0.918867713
4158,-0.9,1,0.910028951
4159,-0.8,1,0.900320547
4160,-0.7,1,0.889090233
4161,-0.6,1,0.875610464
4162,-0.5,1,0.859001028
4163,-0.4,1,0.83818068
4164,-0.3,1,0.811879255
4165,-0.2,1,0.778774871
4166,-0.1,1,0.737862966
4167,0,1,0.689177542
4168,0.1,1,0.634871737
4169,0.2,1,0.580286574
4170,0.3,1,0.534045842
4171,0.4,1,0.506071928
4172,0.5,1,0.503697383
4173,0.6,1,0.528187224
4174,0.7,1,0.574268584
4175,0.8,1,0.632725314
4176,0.9,1,0.693808747
4177,1,1,0.749494732
4178,1.1,1,0.794180468
4179,1.2,1,0.824377819
4180,1.3,1,0.83806048
4181,1.4,1,0.83408749
4182,1.5,1,0.811902053
4183,1.6,1,0.77155707
4184,1.7,1,0.714008977
4185,1.8,1,0.641519845
4186,1.9,1,0.557934143
4187,2,1,0.468612542
4188,2.1,1,0.379952283
4189,2.2,1,0.298646999
4190,2.3,1,0.230990431
4191,2.4,1,0.182483059
4192,2.5,1,0.157763343
4193,2.6,1,0.160580628
4194,2.7,1,0.193339571
4195,2.8,1,0.255909768
4196,2.9,1,0.344087509
4197,3,1,0.448997901
4198,3.1,1,0.558714498
4199,3.2,1,0.661733715
4200,3.3,1,0.750169372
4201,3.4,1,0.820840452
4202,3.5,1,0.874320299
4203,3.6,1,0.913215257
4204,3.7,1,0.940723523
4205,3.8,1,0.959809806
4206,3.9,1,0.972883467
4207,4,1,0.981762771
4208,4.1,1,0.987759901
4209,4.2,1,0.991795809
4210,-2.6,1.05,0.999988933
4211,-2.5,1.05,0.99997603
4212,-2.4,1.05,0.999948097
4213,-2.3,1.05,0.99988768
4214,-2.2,1.05,0.999757274
4215,-2.1,1.05,0.999477011
4216,-2,1.05,0.998879957
4217,-1.9,1.05,0.997630208
4218,-1.8,1.05,0.995101955
4219,-1.7,1.05,0.99029973
4220,-1.6,1.05,0.982107015
4221,-1.5,1.05,0.970201793
4222,-1.4,1.05,0.956006068
4223,-1.3,1.05,0.941974333
4224,-1.2,1.05,0.929688629
4225,-1.1,1.05,0.9192265
4226,-1,1.05,0.909876788
4227,-0.9,1.05,0.900817553
4228,-0.8,1.05,0.891334013
4229,-0.7,1.05,0.880788149
4230,-0.6,1.05,0.868525047
4231,-0.5,1.05,0.853783948
4232,-0.4,1.05,0.835634898
4233,-0.3,1.05,0.812963874
4234,-0.2,1.05,0.784557253
4235,-0.1,1.05,0.749380011
4236,0,1.05,0.707175419
4237,0.1,1.05,0.659454497
4238,0.2,1.05,0.610633976
4239,0.3,1.05,0.568459254
4240,0.4,1.05,0.542442939
4241,0.5,1.05,0.540070291
